location_id,location_name,nutrient,vehicle,value_description,value_mean,value_025_percentile,value_975_percentile,wra_applicable,u5_applicable,sub_population
141,Egypt,vitamin a,industry oil,percent of population eating industrially produced vehicle,64,51.841792,76.158208,TRUE,TRUE,
161,Bangladesh,vitamin a,industry oil,percent of population eating industrially produced vehicle,87.516,70.89041045,100,TRUE,TRUE,
163,India,vitamin a,industry oil,percent of population eating industrially produced vehicle,84.93,68.79567804,100,TRUE,TRUE,
164,Nepal,vitamin a,industry oil,percent of population eating industrially produced vehicle,88.5226,71.70578463,100,TRUE,TRUE,
165,Pakistan,vitamin a,industry oil,percent of population eating industrially produced vehicle,89.1,72.1734948,100,TRUE,TRUE,
168,Angola,vitamin a,industry oil,percent of population eating industrially produced vehicle,72.32,58.58122496,86.05877504,TRUE,TRUE,
171,Democratic Republic of the Congo,vitamin a,industry oil,percent of population eating industrially produced vehicle,76.72,62.14534816,91.29465184,TRUE,TRUE,
179,Ethiopia,vitamin a,industry oil,percent of population eating industrially produced vehicle,71.25,57.714495,84.785505,TRUE,TRUE,
180,Kenya,vitamin a,industry oil,percent of population eating industrially produced vehicle,72,58.322016,85.677984,TRUE,TRUE,
181,Madagascar,vitamin a,industry oil,percent of population eating industrially produced vehicle,60,48.60168,71.39832,TRUE,TRUE,
184,Mozambique,vitamin a,industry oil,percent of population eating industrially produced vehicle,76.16,61.69173248,90.62826752,TRUE,TRUE,
189,United Republic of Tanzania,vitamin a,industry oil,percent of population eating industrially produced vehicle,67.34,54.54728552,80.13271448,TRUE,TRUE,
190,Uganda,vitamin a,industry oil,percent of population eating industrially produced vehicle,80.011,64.81115031,95.21084969,TRUE,TRUE,
196,South Africa,vitamin a,industry oil,percent of population eating industrially produced vehicle,81.9,66.3412932,97.4587068,TRUE,TRUE,
201,Burkina Faso,vitamin a,industry oil,percent of population eating industrially produced vehicle,73.76,59.74766528,87.77233472,TRUE,TRUE,
202,Cameroon,vitamin a,industry oil,percent of population eating industrially produced vehicle,72,58.322016,85.677984,TRUE,TRUE,
205,Côte d'Ivoire,vitamin a,industry oil,percent of population eating industrially produced vehicle,72,58.322016,85.677984,TRUE,TRUE,
207,Ghana,vitamin a,industry oil,percent of population eating industrially produced vehicle,78.392,63.49971498,93.28428502,TRUE,TRUE,
213,Niger,vitamin a,industry oil,percent of population eating industrially produced vehicle,60.3,48.8446884,71.7553116,TRUE,TRUE,
214,Nigeria,na,industry oil,percent of population eating industrially produced vehicle,78.8,63.8302064,93.7697936,TRUE,TRUE,
522,Sudan,vitamin a,industry oil,percent of population eating industrially produced vehicle,64,51.841792,76.158208,TRUE,TRUE,
6,China,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
11,Indonesia,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
15,Myanmar,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
20,Viet Nam,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
141,Egypt,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
161,Bangladesh,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
163,India,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
164,Nepal,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
165,Pakistan,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
168,Angola,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
171,Democratic Republic of the Congo,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
179,Ethiopia,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
180,Kenya,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
181,Madagascar,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
184,Mozambique,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
189,United Republic of Tanzania,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
190,Uganda,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
196,South Africa,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
201,Burkina Faso,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
202,Cameroon,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
205,Côte d'Ivoire,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
207,Ghana,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
213,Niger,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
214,Nigeria,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
522,Sudan,folic acid,industry salt,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
6,China,folic acid,industry salt,percent of population eating industrially produced vehicle,97.2,96.23,98.17,TRUE,TRUE,
11,Indonesia,folic acid,industry salt,percent of population eating industrially produced vehicle,98.38,97.4,99.36,TRUE,TRUE,
15,Myanmar,folic acid,industry salt,percent of population eating industrially produced vehicle,96.18,95.22,97.14,TRUE,TRUE,
20,Viet Nam,folic acid,industry salt,percent of population eating industrially produced vehicle,92.18,91.26,93.1,TRUE,TRUE,
141,Egypt,folic acid,industry salt,percent of population eating industrially produced vehicle,98.5,97.52,99.49,TRUE,TRUE,
161,Bangladesh,folic acid,industry salt,percent of population eating industrially produced vehicle,93.66,92.72,94.6,TRUE,TRUE,
163,India,folic acid,industry salt,percent of population eating industrially produced vehicle,98.54,97.55,99.53,TRUE,TRUE,
164,Nepal,folic acid,industry salt,percent of population eating industrially produced vehicle,98.84,97.85,99.83,TRUE,TRUE,
165,Pakistan,folic acid,industry salt,percent of population eating industrially produced vehicle,93.82,92.88,94.76,TRUE,TRUE,
168,Angola,folic acid,industry salt,percent of population eating industrially produced vehicle,96.48,95.52,97.44,TRUE,TRUE,
171,Democratic Republic of the Congo,folic acid,industry salt,percent of population eating industrially produced vehicle,96.46,95.5,97.42,TRUE,TRUE,
179,Ethiopia,folic acid,industry salt,percent of population eating industrially produced vehicle,97.12,96.15,98.09,TRUE,TRUE,
180,Kenya,folic acid,industry salt,percent of population eating industrially produced vehicle,98.92,97.93,99.91,TRUE,TRUE,
181,Madagascar,folic acid,industry salt,percent of population eating industrially produced vehicle,93.68,92.74,94.62,TRUE,TRUE,
184,Mozambique,folic acid,industry salt,percent of population eating industrially produced vehicle,88.5,87.62,89.39,TRUE,TRUE,
189,United Republic of Tanzania,folic acid,industry salt,percent of population eating industrially produced vehicle,95.2,94.25,96.15,TRUE,TRUE,
190,Uganda,folic acid,industry salt,percent of population eating industrially produced vehicle,98.26,97.28,99.24,TRUE,TRUE,
196,South Africa,folic acid,industry salt,percent of population eating industrially produced vehicle,98.22,97.24,99.2,TRUE,TRUE,
201,Burkina Faso,folic acid,industry salt,percent of population eating industrially produced vehicle,98.42,97.44,99.4,TRUE,TRUE,
202,Cameroon,folic acid,industry salt,percent of population eating industrially produced vehicle,95.94,94.98,96.9,TRUE,TRUE,
205,Côte d'Ivoire,folic acid,industry salt,percent of population eating industrially produced vehicle,99.26,98.27,100.25,TRUE,TRUE,
207,Ghana,folic acid,industry salt,percent of population eating industrially produced vehicle,92.78,91.85,93.71,TRUE,TRUE,
213,Niger,folic acid,industry salt,percent of population eating industrially produced vehicle,91.88,90.96,92.8,TRUE,TRUE,
214,Nigeria,na,industry salt,percent of population eating industrially produced vehicle,98.52,97.53,99.51,TRUE,TRUE,
522,Sudan,folic acid,industry salt,percent of population eating industrially produced vehicle,86.88,86.01,87.75,TRUE,TRUE,
6,China,folic acid,industry wheat,percent of population eating fortified vehicle,6.363472477,3.13086664,9.596078315,TRUE,TRUE,
6,China,iron,industry wheat,percent of population eating fortified vehicle,6.363472477,3.13086664,9.596078315,TRUE,TRUE,
6,China,vitamin a,industry wheat,percent of population eating fortified vehicle,6.363472477,3.13086664,9.596078315,TRUE,TRUE,
6,China,zinc,industry wheat,percent of population eating fortified vehicle,6.363472477,3.13086664,9.596078315,TRUE,TRUE,
11,Indonesia,folic acid,industry wheat,percent of population eating fortified vehicle,73.1,49.54338792,96.65661208,TRUE,TRUE,
11,Indonesia,iron,industry wheat,percent of population eating fortified vehicle,73.1,49.54338792,96.65661208,TRUE,TRUE,
11,Indonesia,vitamin a,industry wheat,percent of population eating fortified vehicle,,25.98677584,100,TRUE,TRUE,
11,Indonesia,zinc,industry wheat,percent of population eating fortified vehicle,73.1,49.54338792,96.65661208,TRUE,TRUE,
15,Myanmar,folic acid,industry wheat,percent of population eating fortified vehicle,0,0,5,TRUE,TRUE,
15,Myanmar,iron,industry wheat,percent of population eating fortified vehicle,0,0,5,TRUE,TRUE,
15,Myanmar,vitamin a,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
15,Myanmar,zinc,industry wheat,percent of population eating fortified vehicle,0,0,5,TRUE,TRUE,
20,Viet Nam,folic acid,industry wheat,percent of population eating fortified vehicle,4.111875,1.807330854,6.416419146,TRUE,TRUE,
20,Viet Nam,iron,industry wheat,percent of population eating fortified vehicle,4.111875,1.807330854,6.416419146,TRUE,TRUE,
20,Viet Nam,vitamin a,industry wheat,percent of population eating fortified vehicle,4.111875,1.807330854,6.416419146,TRUE,TRUE,
20,Viet Nam,zinc,industry wheat,percent of population eating fortified vehicle,4.111875,1.807330854,6.416419146,TRUE,TRUE,
141,Egypt,folic acid,industry wheat,percent of population eating fortified vehicle,15.61643088,7.683377692,23.54948407,TRUE,TRUE,
141,Egypt,iron,industry wheat,percent of population eating fortified vehicle,15.61643088,7.683377692,23.54948407,TRUE,TRUE,
141,Egypt,vitamin a,industry wheat,percent of population eating fortified vehicle,15.61643088,7.683377692,23.54948407,TRUE,TRUE,
141,Egypt,zinc,industry wheat,percent of population eating fortified vehicle,15.61643088,7.683377692,23.54948407,TRUE,TRUE,
161,Bangladesh,folic acid,industry wheat,percent of population eating fortified vehicle,0.155875,0.116283218,0.195466782,TRUE,TRUE,
161,Bangladesh,iron,industry wheat,percent of population eating fortified vehicle,0.155875,0.116283218,0.195466782,TRUE,TRUE,
161,Bangladesh,vitamin a,industry wheat,percent of population eating fortified vehicle,0.155875,0.116283218,0.195466782,TRUE,TRUE,
161,Bangladesh,zinc,industry wheat,percent of population eating fortified vehicle,0.155875,0.116283218,0.195466782,TRUE,TRUE,
163,India,folic acid,industry wheat,percent of population eating fortified vehicle,6.3,4.8,7.9,TRUE,TRUE,
163,India,iron,industry wheat,percent of population eating fortified vehicle,6.3,4.8,7.9,TRUE,TRUE,
163,India,vitamin a,industry wheat,percent of population eating fortified vehicle,2.133333333,1.0496128,3.217053867,TRUE,TRUE,
163,India,zinc,industry wheat,percent of population eating fortified vehicle,2.133333333,1.0496128,3.217053867,TRUE,TRUE,
164,Nepal,folic acid,industry wheat,percent of population eating fortified vehicle,5.165022222,2.270230497,8.059813948,TRUE,TRUE,
164,Nepal,iron,industry wheat,percent of population eating fortified vehicle,7.334331556,3.223727306,11.44493581,TRUE,TRUE,
164,Nepal,vitamin a,industry wheat,percent of population eating fortified vehicle,5.165022222,2.270230497,8.059813948,TRUE,TRUE,
164,Nepal,zinc,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
165,Pakistan,folic acid,industry wheat,percent of population eating fortified vehicle,1.946666667,0,2.441114157,TRUE,TRUE,
165,Pakistan,iron,industry wheat,percent of population eating fortified vehicle,3.82123947,0,4.791822827,TRUE,TRUE,
165,Pakistan,vitamin a,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
165,Pakistan,zinc,industry wheat,percent of population eating fortified vehicle,1.946666667,0,2.441114157,TRUE,TRUE,
168,Angola,folic acid,industry wheat,percent of population eating fortified vehicle,16.88838105,8.309184807,25.46757729,TRUE,TRUE,
168,Angola,iron,industry wheat,percent of population eating fortified vehicle,16.88838105,8.309184807,25.46757729,TRUE,TRUE,
168,Angola,vitamin a,industry wheat,percent of population eating fortified vehicle,16.88838105,8.309184807,25.46757729,TRUE,TRUE,
168,Angola,zinc,industry wheat,percent of population eating fortified vehicle,16.88838105,8.309184807,25.46757729,TRUE,TRUE,
171,Democratic Republic of the Congo,folic acid,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
171,Democratic Republic of the Congo,iron,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
171,Democratic Republic of the Congo,vitamin a,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
171,Democratic Republic of the Congo,zinc,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
179,Ethiopia,folic acid,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
179,Ethiopia,iron,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
179,Ethiopia,vitamin a,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
179,Ethiopia,zinc,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
180,Kenya,folic acid,industry wheat,percent of population eating fortified vehicle,27.4197812,0,53.06646255,TRUE,TRUE,
180,Kenya,iron,industry wheat,percent of population eating fortified vehicle,27.09520062,0,52.48305101,TRUE,TRUE,
180,Kenya,vitamin a,industry wheat,percent of population eating fortified vehicle,27.39557009,0,53.02032333,TRUE,TRUE,
180,Kenya,zinc,industry wheat,percent of population eating fortified vehicle,27.45436641,0,53.11673201,TRUE,TRUE,
181,Madagascar,folic acid,industry wheat,percent of population eating fortified vehicle,8.630460671,4.246238433,13.01468291,TRUE,TRUE,
181,Madagascar,iron,industry wheat,percent of population eating fortified vehicle,8.630460671,4.246238433,13.01468291,TRUE,TRUE,
181,Madagascar,vitamin a,industry wheat,percent of population eating fortified vehicle,8.630460671,4.246238433,13.01468291,TRUE,TRUE,
181,Madagascar,zinc,industry wheat,percent of population eating fortified vehicle,8.630460671,4.246238433,13.01468291,TRUE,TRUE,
184,Mozambique,folic acid,industry wheat,percent of population eating fortified vehicle,9.78,6.62837666,12.93162334,TRUE,TRUE,
184,Mozambique,iron,industry wheat,percent of population eating fortified vehicle,12.6325,8.561653186,16.70334681,TRUE,TRUE,
184,Mozambique,vitamin a,industry wheat,percent of population eating fortified vehicle,9.78,6.62837666,12.93162334,TRUE,TRUE,
184,Mozambique,zinc,industry wheat,percent of population eating fortified vehicle,9.78,6.62837666,12.93162334,TRUE,TRUE,
189,United Republic of Tanzania,folic acid,industry wheat,percent of population eating fortified vehicle,33.1,27.5,38.7,TRUE,TRUE,
189,United Republic of Tanzania,iron,industry wheat,percent of population eating fortified vehicle,33.1,27.5,38.7,TRUE,TRUE,
189,United Republic of Tanzania,vitamin a,industry wheat,percent of population eating fortified vehicle,33.1,27.5,38.7,TRUE,TRUE,
189,United Republic of Tanzania,zinc,industry wheat,percent of population eating fortified vehicle,33.1,27.5,38.7,TRUE,TRUE,
190,Uganda,folic acid,industry wheat,percent of population eating fortified vehicle,8.5,5.7,11.4,TRUE,TRUE,
190,Uganda,iron,industry wheat,percent of population eating fortified vehicle,8.5,5.7,11.4,TRUE,TRUE,
190,Uganda,vitamin a,industry wheat,percent of population eating fortified vehicle,8.5,5.7,11.4,TRUE,TRUE,
190,Uganda,zinc,industry wheat,percent of population eating fortified vehicle,8.5,5.7,11.4,TRUE,TRUE,
196,South Africa,folic acid,industry wheat,percent of population eating fortified vehicle,5.707703746,3.166260481,9.07579743,TRUE,TRUE,
196,South Africa,iron,industry wheat,percent of population eating fortified vehicle,5.707703746,3.166260481,9.07579743,TRUE,TRUE,
196,South Africa,vitamin a,industry wheat,percent of population eating fortified vehicle,5.707703746,3.166260481,9.07579743,TRUE,TRUE,
196,South Africa,zinc,industry wheat,percent of population eating fortified vehicle,5.707703746,3.166260481,9.07579743,TRUE,TRUE,
201,Burkina Faso,folic acid,industry wheat,percent of population eating fortified vehicle,32.1645,14.13756334,50.19143666,TRUE,TRUE,
201,Burkina Faso,iron,industry wheat,percent of population eating fortified vehicle,17.38975,7.643479367,27.13602063,TRUE,TRUE,
201,Burkina Faso,vitamin a,industry wheat,percent of population eating fortified vehicle,12.3885625,6.095247081,18.68187792,TRUE,TRUE,
201,Burkina Faso,zinc,industry wheat,percent of population eating fortified vehicle,12.3885625,6.095247081,18.68187792,TRUE,TRUE,
202,Cameroon,folic acid,industry wheat,percent of population eating fortified vehicle,69.52523636,47.12059857,91.92987416,TRUE,TRUE,
202,Cameroon,iron,industry wheat,percent of population eating fortified vehicle,53.08856364,35.98067445,70.19645282,TRUE,TRUE,
202,Cameroon,vitamin a,industry wheat,percent of population eating fortified vehicle,43.61071212,21.45673203,65.76469221,TRUE,TRUE,
202,Cameroon,zinc,industry wheat,percent of population eating fortified vehicle,69.52523636,47.12059857,91.92987416,TRUE,TRUE,
205,Côte d'Ivoire,folic acid,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
205,Côte d'Ivoire,iron,industry wheat,percent of population eating fortified vehicle,10.29812205,5.062578607,15.06370705,TRUE,TRUE,
205,Côte d'Ivoire,vitamin a,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
205,Côte d'Ivoire,zinc,industry wheat,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
207,Ghana,folic acid,industry wheat,percent of population eating fortified vehicle,17.12153237,8.423896655,25.81916808,TRUE,TRUE,
207,Ghana,iron,industry wheat,percent of population eating fortified vehicle,17.12153237,8.423896655,25.81916808,TRUE,TRUE,
207,Ghana,vitamin a,industry wheat,percent of population eating fortified vehicle,17.12153237,8.423896655,25.81916808,TRUE,TRUE,
207,Ghana,zinc,industry wheat,percent of population eating fortified vehicle,17.12153237,8.423896655,25.81916808,TRUE,TRUE,
213,Niger,folic acid,industry wheat,percent of population eating fortified vehicle,30,14.76018,45.23982,TRUE,TRUE,
213,Niger,iron,industry wheat,percent of population eating fortified vehicle,30,14.76018,45.23982,TRUE,TRUE,
213,Niger,vitamin a,industry wheat,percent of population eating fortified vehicle,30,14.76018,45.23982,TRUE,TRUE,
213,Niger,zinc,industry wheat,percent of population eating fortified vehicle,30,14.76018,45.23982,TRUE,TRUE,
214,Nigeria,folic acid,industry wheat,percent of population eating fortified vehicle,17.45281178,15.08644802,19.85851439,TRUE,TRUE,
214,Nigeria,iron,industry wheat,percent of population eating fortified vehicle,17.45281178,15.08644802,19.85851439,TRUE,TRUE,
214,Nigeria,vitamin a,industry wheat,percent of population eating fortified vehicle,17.45281178,15.08644802,19.85851439,TRUE,TRUE,
214,Nigeria,zinc,industry wheat,percent of population eating fortified vehicle,17.45281178,15.08644802,19.85851439,TRUE,TRUE,
522,Sudan,folic acid,industry wheat,percent of population eating fortified vehicle,6.525113055,3.210394774,9.839831336,TRUE,TRUE,
522,Sudan,iron,industry wheat,percent of population eating fortified vehicle,6.525113055,3.210394774,9.839831336,TRUE,TRUE,
522,Sudan,vitamin a,industry wheat,percent of population eating fortified vehicle,6.525113055,3.210394774,9.839831336,TRUE,TRUE,
522,Sudan,zinc,industry wheat,percent of population eating fortified vehicle,6.525113055,3.210394774,9.839831336,TRUE,TRUE,
6,China,na,industry wheat,percent of population eating industrially produced vehicle,48.683,31.92049473,65.44550527,TRUE,TRUE,
11,Indonesia,na,industry wheat,percent of population eating industrially produced vehicle,75.8,49.70058338,100,TRUE,TRUE,
15,Myanmar,na,industry wheat,percent of population eating industrially produced vehicle,5,3.278402597,6.721597403,TRUE,TRUE,
20,Viet Nam,na,industry wheat,percent of population eating industrially produced vehicle,38.8,25.44040416,52.15959584,TRUE,TRUE,
141,Egypt,na,industry wheat,percent of population eating industrially produced vehicle,88.5,58.02772598,100,TRUE,TRUE,
161,Bangladesh,na,industry wheat,percent of population eating industrially produced vehicle,33.101,21.70368088,44.49831912,TRUE,TRUE,
163,India,na,industry wheat,percent of population eating industrially produced vehicle,24.96,16.36578577,33.55421423,TRUE,TRUE,
164,Nepal,na,industry wheat,percent of population eating industrially produced vehicle,13.025,8.540238766,17.50976123,TRUE,TRUE,
165,Pakistan,na,industry wheat,percent of population eating industrially produced vehicle,60,39.34083117,80.65916883,TRUE,TRUE,
168,Angola,na,industry wheat,percent of population eating industrially produced vehicle,27.2,17.83451013,36.56548987,TRUE,TRUE,
171,Democratic Republic of the Congo,na,industry wheat,percent of population eating industrially produced vehicle,0.6,0.393408312,0.806591688,TRUE,TRUE,
179,Ethiopia,na,industry wheat,percent of population eating industrially produced vehicle,15.4,10.09748,20.70252,TRUE,TRUE,
180,Kenya,na,industry wheat,percent of population eating industrially produced vehicle,36.6,23.99790701,49.20209299,TRUE,TRUE,
181,Madagascar,na,industry wheat,percent of population eating industrially produced vehicle,45.2,29.63675948,60.76324052,TRUE,TRUE,
184,Mozambique,na,industry wheat,percent of population eating industrially produced vehicle,16.3,10.68759247,21.91240753,TRUE,TRUE,
189,United Republic of Tanzania,na,industry wheat,percent of population eating industrially produced vehicle,43.775,28.70241474,58.84758526,TRUE,TRUE,
190,Uganda,na,industry wheat,percent of population eating industrially produced vehicle,11.2,7.343621818,15.05637818,TRUE,TRUE,
196,South Africa,na,industry wheat,percent of population eating industrially produced vehicle,10.9,7.146917662,14.65308234,TRUE,TRUE,
201,Burkina Faso,na,industry wheat,percent of population eating industrially produced vehicle,48,31.47266494,64.52733506,TRUE,TRUE,
202,Cameroon,na,industry wheat,percent of population eating industrially produced vehicle,65.44,42.9077332,87.9722668,TRUE,TRUE,
205,Côte d'Ivoire,na,industry wheat,percent of population eating industrially produced vehicle,90.16,59.11615564,100,TRUE,TRUE,
207,Ghana,na,industry wheat,percent of population eating industrially produced vehicle,82.7,54.22477896,100,TRUE,TRUE,
213,Niger,na,industry wheat,percent of population eating industrially produced vehicle,41.4,27.14517351,55.65482649,TRUE,TRUE,
214,Nigeria,na,industry wheat,percent of population eating industrially produced vehicle,62.8,41.17673662,84.42326338,TRUE,TRUE,
522,Sudan,na,industry wheat,percent of population eating industrially produced vehicle,79.92,52.40198712,100,TRUE,TRUE,
141,Egypt,folic acid,maize flour,percent of population eating fortified vehicle,0.000329684,0.000138798,0.00052057,TRUE,TRUE,
141,Egypt,iron,maize flour,percent of population eating fortified vehicle,0.000329684,0.000138798,0.00052057,TRUE,TRUE,
141,Egypt,vitamin a,maize flour,percent of population eating fortified vehicle,0.000329684,0.000138798,0.00052057,TRUE,TRUE,
141,Egypt,zinc,maize flour,percent of population eating fortified vehicle,0.000329684,0.000138798,0.00052057,TRUE,TRUE,
168,Angola,folic acid,maize flour,percent of population eating fortified vehicle,7.651010713,0,15.09214082,TRUE,TRUE,
168,Angola,iron,maize flour,percent of population eating fortified vehicle,7.654862574,0,15.06860704,TRUE,TRUE,
168,Angola,vitamin a,maize flour,percent of population eating fortified vehicle,7.655084569,0,15.04915118,TRUE,TRUE,
168,Angola,zinc,maize flour,percent of population eating fortified vehicle,7.661087995,0,15.09443154,TRUE,TRUE,
171,Democratic Republic of the Congo,folic acid,maize flour,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
171,Democratic Republic of the Congo,iron,maize flour,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
171,Democratic Republic of the Congo,vitamin a,maize flour,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
171,Democratic Republic of the Congo,zinc,maize flour,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
179,Ethiopia,folic acid,maize flour,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
179,Ethiopia,iron,maize flour,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
179,Ethiopia,vitamin a,maize flour,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
179,Ethiopia,zinc,maize flour,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
180,Kenya,folic acid,maize flour,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
180,Kenya,iron,maize flour,percent of population eating fortified vehicle,5.31715275,2.497171136,8.137134364,TRUE,TRUE,
180,Kenya,vitamin a,maize flour,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
