location_id,location_name,nutrient,vehicle,value_description,value_mean,value_025_percentile,value_975_percentile,wra_applicable,u5_applicable,sub_population
190,Uganda,vitamin a,industry oil,percent of population eating fortified vehicle,54.4,44.0655232,64.7344768,TRUE,TRUE,
189,United Republic of Tanzania,vitamin a,industry oil,percent of population eating fortified vehicle,53.6,43.4175008,63.7824992,TRUE,TRUE,
20,Viet Nam,vitamin a,industry oil,percent of population eating fortified vehicle,70,56.70196,83.29804,TRUE,TRUE,
179,Ethiopia,vitamin a,oil,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
163,India,vitamin a,oil,percent of population eating fortified vehicle,24.3,21.1,27.9,TRUE,TRUE,
214,Nigeria,vitamin a,oil,percent of population eating fortified vehicle,7.478677729,5.778677729,9.248347161,TRUE,TRUE,
161,Bangladesh,vitamin a,oil,percent of population eating fortified vehicle,42.849572,41.35621833,44.34292567,TRUE,TRUE,
165,Pakistan,vitamin a,oil,percent of population eating fortified vehicle,28.49258241,0,29.48557955,TRUE,TRUE,
190,Uganda,vitamin a,oil,percent of population eating fortified vehicle,54.4,48.3,60.4,TRUE,TRUE,
189,United Republic of Tanzania,vitamin a,oil,percent of population eating fortified vehicle,53.6,46.4,60.8,TRUE,TRUE,
196,South Africa,vitamin a,oil,percent of population eating fortified vehicle,30.2037278,28.09846756,32.30898803,TRUE,TRUE,
201,Burkina Faso,vitamin a,oil,percent of population eating fortified vehicle,51.08314178,4.353187921,93.49333763,TRUE,TRUE,
180,Kenya,vitamin a,oil,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
15,Myanmar,vitamin a,oil,percent of population eating fortified vehicle,0,0,5,TRUE,TRUE,
164,Nepal,vitamin a,oil,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
20,Viet Nam,vitamin a,oil,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
202,Cameroon,vitamin a,oil,percent of population eating fortified vehicle,30.4969,30.20197763,30.79182237,TRUE,TRUE,
205,C么te d'Ivoire,vitamin a,oil,percent of population eating fortified vehicle,75,74.27470734,75.72529266,TRUE,TRUE,
171,Democratic Republic of the Congo,vitamin a,oil,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
11,Indonesia,vitamin a,oil,percent of population eating fortified vehicle,43.80555173,40.75221717,46.8588863,TRUE,TRUE,
184,Mozambique,vitamin a,oil,percent of population eating fortified vehicle,37.5774,37.21400517,37.94079483,TRUE,TRUE,
168,Angola,vitamin a,oil,percent of population eating fortified vehicle,8.805705058,8.191929804,9.419480312,TRUE,TRUE,
6,China,vitamin a,oil,percent of population eating fortified vehicle,5,4.05014,5.94986,TRUE,TRUE,
141,Egypt,vitamin a,oil,percent of population eating fortified vehicle,5,4.05014,5.94986,TRUE,TRUE,
207,Ghana,vitamin a,oil,percent of population eating fortified vehicle,32.9,30.6068042,35.1931958,TRUE,TRUE,
181,Madagascar,vitamin a,oil,percent of population eating fortified vehicle,17.96624129,16.71395834,19.21852424,TRUE,TRUE,
213,Niger,vitamin a,oil,percent of population eating fortified vehicle,75,69.77235,80.22765,TRUE,TRUE,
522,Sudan,vitamin a,oil,percent of population eating fortified vehicle,80,74.42384,85.57616,TRUE,TRUE,
179,Ethiopia,na,oil,percent of population eating industrially produced vehicle,70,64.07069101,75.92930899,FALSE,TRUE,
179,Ethiopia,na,oil,percent of population eating industrially produced vehicle,50,45.76477929,54.23522071,TRUE,FALSE,
163,India,na,oil,percent of population eating industrially produced vehicle,89.4,87,91.8,TRUE,TRUE,
214,Nigeria,na,oil,percent of population eating industrially produced vehicle,31.89636505,28.81768732,34.97504278,TRUE,TRUE,
161,Bangladesh,na,oil,percent of population eating industrially produced vehicle,88.4,84.5,92.3,TRUE,TRUE,
165,Pakistan,na,oil,percent of population eating industrially produced vehicle,85,0,87.96234143,TRUE,TRUE,
190,Uganda,na,oil,percent of population eating industrially produced vehicle,89,84.7,93.2,TRUE,TRUE,
189,United Republic of Tanzania,na,oil,percent of population eating industrially produced vehicle,92.6,89,96.3,TRUE,TRUE,
196,South Africa,na,oil,percent of population eating industrially produced vehicle,58.51343223,54.43492898,62.59193549,TRUE,TRUE,
201,Burkina Faso,na,oil,percent of population eating industrially produced vehicle,63.3597275,24.53053498,100,TRUE,TRUE,
180,Kenya,na,oil,percent of population eating industrially produced vehicle,9.39,4.692647796,14.0873522,TRUE,TRUE,
15,Myanmar,na,oil,percent of population eating industrially produced vehicle,10,0,20,TRUE,TRUE,
164,Nepal,na,oil,percent of population eating industrially produced vehicle,88.74459523,82.55891946,94.93027101,TRUE,TRUE,
20,Viet Nam,na,oil,percent of population eating industrially produced vehicle,90,44.97745491,100,TRUE,TRUE,
202,Cameroon,na,oil,percent of population eating industrially produced vehicle,47.66787893,44.34533243,50.99042543,TRUE,TRUE,
205,C么te d'Ivoire,na,oil,percent of population eating industrially produced vehicle,98,97,99,TRUE,TRUE,
171,Democratic Republic of the Congo,na,oil,percent of population eating industrially produced vehicle,43.9851604,40.91930675,47.05101405,TRUE,TRUE,
11,Indonesia,na,oil,percent of population eating industrially produced vehicle,88.64448315,82.46578538,94.82318091,TRUE,TRUE,
184,Mozambique,na,oil,percent of population eating industrially produced vehicle,51.29644932,47.72098421,54.87191443,TRUE,TRUE,
168,Angola,na,oil,percent of population eating industrially produced vehicle,39.10270879,36.37717178,41.8282458,TRUE,TRUE,
6,China,na,oil,percent of population eating industrially produced vehicle,63.57700507,59.14556066,68.00844948,TRUE,TRUE,
141,Egypt,na,oil,percent of population eating industrially produced vehicle,70.10196356,65.2157165,74.98821062,TRUE,TRUE,
207,Ghana,na,oil,percent of population eating industrially produced vehicle,82.04614697,76.32736643,87.7649275,TRUE,TRUE,
181,Madagascar,na,oil,percent of population eating industrially produced vehicle,26.76323071,24.89778,28.62868141,TRUE,TRUE,
213,Niger,na,oil,percent of population eating industrially produced vehicle,80.37535061,74.77302792,85.9776733,TRUE,TRUE,
522,Sudan,na,oil,percent of population eating industrially produced vehicle,80,74.42384,85.57616,TRUE,TRUE,
179,Ethiopia,na,oil,percent of population eating vehicle,29.35,27.3042463,31.3957537,TRUE,TRUE,
163,India,na,oil,percent of population eating vehicle,99.999,99,100,TRUE,TRUE,
214,Nigeria,na,oil,percent of population eating vehicle,98.46066114,97.66066114,99.23033057,TRUE,TRUE,
161,Bangladesh,na,oil,percent of population eating vehicle,100,96.51489244,100,TRUE,TRUE,
165,Pakistan,na,oil,percent of population eating vehicle,100,100,100,TRUE,TRUE,
190,Uganda,na,oil,percent of population eating vehicle,89.9,85.9,94,TRUE,TRUE,
189,United Republic of Tanzania,na,oil,percent of population eating vehicle,96.2,93.2,99.2,TRUE,TRUE,
196,South Africa,na,oil,percent of population eating vehicle,90.9670181,84.62643501,97.3076012,TRUE,TRUE,
201,Burkina Faso,na,oil,percent of population eating vehicle,92.23,46.09189629,100,TRUE,TRUE,
180,Kenya,na,oil,percent of population eating vehicle,56.6529268,0,84.99358181,TRUE,TRUE,
15,Myanmar,na,oil,percent of population eating vehicle,66.25146182,61.63360243,70.86932121,TRUE,TRUE,
164,Nepal,na,oil,percent of population eating vehicle,99.8,99.8,99.9,TRUE,TRUE,
20,Viet Nam,na,oil,percent of population eating vehicle,38.3,19.14040581,57.45959419,FALSE,TRUE,
20,Viet Nam,na,oil,percent of population eating vehicle,56.3,52.3757774,60.2242226,TRUE,FALSE,
202,Cameroon,na,oil,percent of population eating vehicle,53.1,52.5864928,53.6135072,TRUE,TRUE,
205,C么te d'Ivoire,na,oil,percent of population eating vehicle,98.5,97.5,99.3,TRUE,TRUE,
171,Democratic Republic of the Congo,na,oil,percent of population eating vehicle,95.882,81.1,96.80923347,TRUE,TRUE,
11,Indonesia,na,oil,percent of population eating vehicle,94.37297639,87.79499119,100,TRUE,TRUE,
184,Mozambique,na,oil,percent of population eating vehicle,95.2,94.27936186,96.12063814,TRUE,TRUE,
168,Angola,na,oil,percent of population eating vehicle,90.38470836,84.08471341,96.6847033,TRUE,TRUE,
6,China,na,oil,percent of population eating vehicle,57.65137316,53.63295715,61.66978918,TRUE,TRUE,
141,Egypt,na,oil,percent of population eating vehicle,54.97329715,51.14154839,58.80504591,TRUE,TRUE,
207,Ghana,na,oil,percent of population eating vehicle,95.6,88.9364888,100,TRUE,TRUE,
181,Madagascar,na,oil,percent of population eating vehicle,75.03460775,69.80454552,80.26466998,TRUE,TRUE,
213,Niger,na,oil,percent of population eating vehicle,85,79.07533,90.92467,TRUE,TRUE,
522,Sudan,na,oil,percent of population eating vehicle,50.64672476,47.11654675,54.17690276,TRUE,TRUE,
179,Ethiopia,vitamin a,zero oil,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
163,India,vitamin a,zero oil,percent of population eating fortified vehicle,24.3,21.1,27.9,TRUE,TRUE,
214,Nigeria,vitamin a,zero oil,percent of population eating fortified vehicle,7.478677729,5.778677729,9.248347161,TRUE,TRUE,
161,Bangladesh,vitamin a,zero oil,percent of population eating fortified vehicle,42.849572,41.35621833,44.34292567,TRUE,TRUE,
165,Pakistan,vitamin a,zero oil,percent of population eating fortified vehicle,28.49258241,0,29.48557955,TRUE,TRUE,
190,Uganda,vitamin a,zero oil,percent of population eating fortified vehicle,54.4,48.3,60.4,TRUE,TRUE,
189,United Republic of Tanzania,vitamin a,zero oil,percent of population eating fortified vehicle,53.6,46.4,60.8,TRUE,TRUE,
196,South Africa,vitamin a,zero oil,percent of population eating fortified vehicle,30.2037278,28.09846756,32.30898803,TRUE,TRUE,
201,Burkina Faso,vitamin a,zero oil,percent of population eating fortified vehicle,51.08314178,4.353187921,93.49333763,TRUE,TRUE,
180,Kenya,vitamin a,zero oil,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
15,Myanmar,vitamin a,zero oil,percent of population eating fortified vehicle,0,0,5,TRUE,TRUE,
164,Nepal,vitamin a,zero oil,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
20,Viet Nam,vitamin a,zero oil,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
202,Cameroon,vitamin a,zero oil,percent of population eating fortified vehicle,30.4969,30.20197763,30.79182237,TRUE,TRUE,
205,C么te d'Ivoire,vitamin a,zero oil,percent of population eating fortified vehicle,75,74.27470734,75.72529266,TRUE,TRUE,
171,Democratic Republic of the Congo,vitamin a,zero oil,percent of population eating fortified vehicle,0,0,0,TRUE,TRUE,
11,Indonesia,vitamin a,zero oil,percent of population eating fortified vehicle,43.80555173,40.75221717,46.8588863,TRUE,TRUE,
184,Mozambique,vitamin a,zero oil,percent of population eating fortified vehicle,37.5774,37.21400517,37.94079483,TRUE,TRUE,
168,Angola,vitamin a,zero oil,percent of population eating fortified vehicle,8.805705058,8.191929804,9.419480312,TRUE,TRUE,
6,China,vitamin a,zero oil,percent of population eating fortified vehicle,5,4.05014,5.94986,TRUE,TRUE,
141,Egypt,vitamin a,zero oil,percent of population eating fortified vehicle,5,4.05014,5.94986,TRUE,TRUE,
207,Ghana,vitamin a,zero oil,percent of population eating fortified vehicle,32.9,30.6068042,35.1931958,TRUE,TRUE,
181,Madagascar,vitamin a,zero oil,percent of population eating fortified vehicle,17.96624129,16.71395834,19.21852424,TRUE,TRUE,
213,Niger,vitamin a,zero oil,percent of population eating fortified vehicle,75,69.77235,80.22765,TRUE,TRUE,
522,Sudan,vitamin a,zero oil,percent of population eating fortified vehicle,80,74.42384,85.57616,TRUE,TRUE,
179,Ethiopia,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,FALSE,TRUE,
179,Ethiopia,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,FALSE,
163,India,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
214,Nigeria,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
161,Bangladesh,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
165,Pakistan,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
190,Uganda,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
189,United Republic of Tanzania,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
196,South Africa,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
201,Burkina Faso,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
180,Kenya,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
15,Myanmar,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
164,Nepal,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
20,Viet Nam,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
202,Cameroon,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
205,C么te d'Ivoire,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
171,Democratic Republic of the Congo,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
11,Indonesia,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
184,Mozambique,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
168,Angola,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
6,China,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
141,Egypt,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
207,Ghana,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
181,Madagascar,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
213,Niger,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
522,Sudan,na,zero oil,percent of population eating industrially produced vehicle,0,0,0,TRUE,TRUE,
179,Ethiopia,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
163,India,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
214,Nigeria,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
161,Bangladesh,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
165,Pakistan,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
190,Uganda,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
189,United Republic of Tanzania,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
196,South Africa,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
201,Burkina Faso,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
180,Kenya,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
15,Myanmar,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
164,Nepal,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
20,Viet Nam,na,zero oil,percent of population eating vehicle,0,0,0,FALSE,TRUE,
20,Viet Nam,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,FALSE,
202,Cameroon,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
205,C么te d'Ivoire,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
171,Democratic Republic of the Congo,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
11,Indonesia,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
184,Mozambique,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
168,Angola,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
6,China,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
141,Egypt,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
207,Ghana,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
181,Madagascar,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
213,Niger,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
522,Sudan,na,zero oil,percent of population eating vehicle,0,0,0,TRUE,TRUE,
168,Angola,folic acid,salt,percent of population eating fortified vehicle,8.24E+01,7.83E+01,8.65E+01,TRUE,TRUE,
161,Bangladesh,folic acid,salt,percent of population eating fortified vehicle,6.83E+01,6.49E+01,7.17E+01,TRUE,TRUE,
201,Burkina Faso,folic acid,salt,percent of population eating fortified vehicle,9.21E+01,8.75E+01,9.67E+01,TRUE,TRUE,
202,Cameroon,folic acid,salt,percent of population eating fortified vehicle,7.97E+01,7.57E+01,8.37E+01,TRUE,TRUE,
6,China,folic acid,salt,percent of population eating fortified vehicle,8.60E+01,8.17E+01,9.03E+01,TRUE,TRUE,
205,C魌e d'Ivoire,folic acid,salt,percent of population eating fortified vehicle,9.63E+01,9.15E+01,1.01E+02,TRUE,TRUE,
171,Democratic Republic of the Congo,folic acid,salt,percent of population eating fortified vehicle,8.23E+01,7.82E+01,8.64E+01,TRUE,TRUE,
141,Egypt,folic acid,salt,percent of population eating fortified vehicle,9.25E+01,8.79E+01,9.71E+01,TRUE,TRUE,
179,Ethiopia,folic acid,salt,percent of population eating fortified vehicle,8.56E+01,8.13E+01,8.99E+01,TRUE,TRUE,
207,Ghana,folic acid,salt,percent of population eating fortified vehicle,6.39E+01,6.07E+01,6.71E+01,TRUE,TRUE,
163,India,folic acid,salt,percent of population eating fortified vehicle,9.27E+01,8.81E+01,9.73E+01,TRUE,TRUE,
11,Indonesia,folic acid,salt,percent of population eating fortified vehicle,9.19E+01,8.73E+01,9.65E+01,TRUE,TRUE,
180,Kenya,folic acid,salt,percent of population eating fortified vehicle,9.46E+01,8.99E+01,9.93E+01,TRUE,TRUE,
181,Madagascar,folic acid,salt,percent of population eating fortified vehicle,6.84E+01,6.50E+01,7.18E+01,TRUE,TRUE,
184,Mozambique,folic acid,salt,percent of population eating fortified vehicle,4.25E+01,4.04E+01,4.46E+01,TRUE,TRUE,
15,Myanmar,folic acid,salt,percent of population eating fortified vehicle,8.09E+01,7.69E+01,8.49E+01,TRUE,TRUE,
164,Nepal,folic acid,salt,percent of population eating fortified vehicle,9.42E+01,8.95E+01,9.89E+01,TRUE,TRUE,
213,Niger,folic acid,salt,percent of population eating fortified vehicle,5.94E+01,5.64E+01,6.24E+01,TRUE,TRUE,
214,Nigeria,folic acid,salt,percent of population eating fortified vehicle,9.26E+01,8.80E+01,9.72E+01,TRUE,TRUE,
165,Pakistan,folic acid,salt,percent of population eating fortified vehicle,6.91E+01,6.56E+01,7.26E+01,TRUE,TRUE,
196,South Africa,folic acid,salt,percent of population eating fortified vehicle,9.11E+01,8.65E+01,9.57E+01,TRUE,TRUE,
522,Sudan,folic acid,salt,percent of population eating fortified vehicle,3.44E+01,3.27E+01,3.61E+01,TRUE,TRUE,
190,Uganda,folic acid,salt,percent of population eating fortified vehicle,9.13E+01,8.67E+01,9.59E+01,TRUE,TRUE,
189,United Republic of Tanzania,folic acid,salt,percent of population eating fortified vehicle,7.60E+01,7.22E+01,7.98E+01,TRUE,TRUE,
20,Viet Nam,folic acid,salt,percent of population eating fortified vehicle,6.09E+01,5.79E+01,6.39E+01,TRUE,TRUE,
179,Ethiopia,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
163,India,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
214,Nigeria,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
161,Bangladesh,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
165,Pakistan,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
190,Uganda,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
189,United Republic of Tanzania,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
196,South Africa,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
201,Burkina Faso,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
180,Kenya,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
15,Myanmar,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
164,Nepal,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
20,Viet Nam,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
202,Cameroon,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
205,C魌e d'Ivoire,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
171,Democratic Republic of the Congo,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
11,Indonesia,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
184,Mozambique,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
168,Angola,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
6,China,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
141,Egypt,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
207,Ghana,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
181,Madagascar,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
213,Niger,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
522,Sudan,na,salt,percent of population eating industrially produced vehicle,1.00E+02,100,1.00E+02,TRUE,TRUE,
168,Angola,folic acid,zero salt,percent of population eating fortified vehicle,8.24E+01,7.83E+01,8.65E+01,TRUE,TRUE,
