,location_id,location_name,nutrient,r,sub_population,u5_applicable,value_025_percentile,value_975_percentile,value_description,value_mean,vehicle,wra_applicable
73,190,Uganda,na,,total population,True,32.7,52.1,percent of population eating industrially produced vehicle,42.4,maize flour,True
74,190,Uganda,na,,total population,True,87.7,96.0,percent of population eating vehicle,91.8,maize flour,True
75,189,United Republic of Tanzania,vitamin a,,total population,True,46.4,60.8,percent of population eating fortified vehicle,53.6,oil,True
76,189,United Republic of Tanzania,na,,total population,True,89.0,96.3,percent of population eating industrially produced vehicle,92.6,oil,True
77,189,United Republic of Tanzania,na,,total population,True,93.2,99.2,percent of population eating vehicle,96.2,oil,True
78,189,United Republic of Tanzania,folic acid,,total population,True,27.5,38.7,percent of population eating fortified vehicle,33.1,wheat flour,True
79,189,United Republic of Tanzania,iron,,total population,True,27.5,38.7,percent of population eating fortified vehicle,33.1,wheat flour,True
80,189,United Republic of Tanzania,vitamin a,,total population,True,27.5,38.7,percent of population eating fortified vehicle,33.1,wheat flour,True
81,189,United Republic of Tanzania,zinc,,total population,True,27.5,38.7,percent of population eating fortified vehicle,33.1,wheat flour,True
82,189,United Republic of Tanzania,na,,total population,True,43.3,57.7,percent of population eating industrially produced vehicle,50.5,wheat flour,True
83,189,United Republic of Tanzania,na,,total population,True,44.5,58.5,percent of population eating vehicle,51.5,wheat flour,True
84,189,United Republic of Tanzania,folic acid,,total population,True,1.3,3.7,percent of population eating fortified vehicle,2.5,maize flour,True
85,189,United Republic of Tanzania,iron,,total population,True,1.3,3.7,percent of population eating fortified vehicle,2.5,maize flour,True
86,189,United Republic of Tanzania,vitamin a,,total population,True,1.3,3.7,percent of population eating fortified vehicle,2.5,maize flour,True
87,189,United Republic of Tanzania,zinc,,total population,True,1.3,3.7,percent of population eating fortified vehicle,2.5,maize flour,True
88,189,United Republic of Tanzania,na,,total population,True,29.2,44.0,percent of population eating industrially produced vehicle,36.6,maize flour,True
89,189,United Republic of Tanzania,na,,total population,True,89.7,96.4,percent of population eating vehicle,93.0,maize flour,True
90,196,South Africa,vitamin a,,,True,28.09846756,32.30898803,percent of population eating fortified vehicle,30.2037278,oil,True
91,196,South Africa,na,,,True,54.43492898,62.59193549,percent of population eating industrially produced vehicle,58.51343223,oil,True
92,196,South Africa,na,,,True,84.62643501,97.3076012,percent of population eating vehicle,90.9670181,oil,True
93,196,South Africa,folic acid,,total population,True,3.166260481,9.07579743,percent of population eating fortified vehicle,5.707703746,wheat flour,True
94,196,South Africa,iron,,total population,True,3.166260481,9.07579743,percent of population eating fortified vehicle,5.707703746,wheat flour,True
95,196,South Africa,vitamin a,,total population,True,3.166260481,9.07579743,percent of population eating fortified vehicle,5.707703746,wheat flour,True
96,196,South Africa,zinc,,total population,True,3.166260481,9.07579743,percent of population eating fortified vehicle,5.707703746,wheat flour,True
97,196,South Africa,na,,total population,True,6.391077697999999,15.99059028,percent of population eating industrially produced vehicle,10.91748441,wheat flour,True
98,196,South Africa,na,,total population,True,6.391077697999999,15.99059028,percent of population eating vehicle,10.91748441,wheat flour,True
99,196,South Africa,folic acid,,total population,True,50.86576232,72.35622537,percent of population eating fortified vehicle,58.05414846,maize flour,True
100,196,South Africa,iron,,total population,True,50.86576232,72.35622537,percent of population eating fortified vehicle,58.05414846,maize flour,True
101,196,South Africa,vitamin a,,total population,True,50.86576232,72.35622537,percent of population eating fortified vehicle,58.05414846,maize flour,True
102,196,South Africa,zinc,,total population,True,50.86576232,72.35622537,percent of population eating fortified vehicle,58.05414846,maize flour,True
103,196,South Africa,na,,total population,True,92.2630815,98.90660168,percent of population eating industrially produced vehicle,96.44486596,maize flour,True
104,196,South Africa,na,,total population,True,92.33141889,99.04327647,percent of population eating vehicle,96.58154075,maize flour,True
105,201,Burkina Faso,na,,,True,12.497238099999999,40.7227619,percent of population eating vehicle,26.61,maize flour,True
106,201,Burkina Faso,na,,,True,0.0,0.0,percent of population eating industrially produced vehicle,0.0,maize flour,True
107,201,Burkina Faso,folic acid,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,maize flour,True
108,201,Burkina Faso,iron,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,maize flour,True
109,201,Burkina Faso,vitamin a,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,maize flour,True
110,201,Burkina Faso,zinc,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,maize flour,True
111,201,Burkina Faso,na,,8-59 months,True,46.09189629,100.0,percent of population eating vehicle,92.23,oil,True
112,201,Burkina Faso,na,,,True,24.53053498,100.0,percent of population eating industrially produced vehicle,63.359727500000005,oil,True
113,201,Burkina Faso,vitamin a,,total population,True,4.353187921,93.49333763,percent of population eating fortified vehicle,51.08314178,oil,True
114,201,Burkina Faso,na,,women of reproductive age,False,21.09788868,74.90211132,percent of population eating vehicle,48.0,wheat flour,True
115,201,Burkina Faso,na,,children 12-36 months,True,25.053742800000002,88.9462572,percent of population eating vehicle,57.0,wheat flour,False
116,201,Burkina Faso,na,,,True,22.98790787,81.61209213,percent of population eating industrially produced vehicle,52.3,wheat flour,True
117,201,Burkina Faso,folic acid,,,True,14.13756334,50.19143666,percent of population eating fortified vehicle,32.1645,wheat flour,True
118,201,Burkina Faso,iron,,,True,7.643479367,27.13602063,percent of population eating fortified vehicle,17.38975,wheat flour,True
119,201,Burkina Faso,vitamin a,,,True,6.095247081,18.68187792,percent of population eating fortified vehicle,12.3885625,wheat flour,True
120,201,Burkina Faso,zinc,,,True,6.095247081,18.68187792,percent of population eating fortified vehicle,12.3885625,wheat flour,True
121,180,Kenya,na,,,True,0.0,100.0,percent of population eating vehicle,91.67123017,maize flour,True
122,180,Kenya,na,,total population,True,17.221860999999997,56.118139,percent of population eating industrially produced vehicle,36.67,maize flour,True
123,180,Kenya,folic acid,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,maize flour,True
124,180,Kenya,iron,,,True,2.497171136,8.137134364,percent of population eating fortified vehicle,5.31715275,maize flour,True
125,180,Kenya,vitamin a,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,maize flour,True
126,180,Kenya,zinc,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,maize flour,True
127,180,Kenya,na,,,True,0.0,84.99358181,percent of population eating vehicle,56.65292679999999,oil,True
128,180,Kenya,na,,total population,True,4.692647796,14.0873522,percent of population eating industrially produced vehicle,9.39,oil,True
129,180,Kenya,vitamin a,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,oil,True
130,180,Kenya,na,,total population,True,16.07834933,57.08165067,percent of population eating vehicle,36.58,wheat flour,True
131,180,Kenya,na,,total population,True,12.01434893,62.62482461,percent of population eating industrially produced vehicle,36.72053067,wheat flour,True
132,180,Kenya,folic acid,,,True,0.0,53.06646255,percent of population eating fortified vehicle,27.4197812,wheat flour,True
133,180,Kenya,iron,,,True,0.0,52.48305101,percent of population eating fortified vehicle,27.09520062,wheat flour,True
134,180,Kenya,vitamin a,,,True,0.0,53.02032333,percent of population eating fortified vehicle,27.39557009,wheat flour,True
135,180,Kenya,zinc,,,True,0.0,53.11673201,percent of population eating fortified vehicle,27.45436641,wheat flour,True
136,15,Myanmar,na,,,True,61.63360243,70.86932121,percent of population eating vehicle,66.25146182,oil,True
137,15,Myanmar,na,,total population,True,0.0,20.0,percent of population eating industrially produced vehicle,10.0,oil,True
138,15,Myanmar,vitamin a,,total population,True,0.0,5.0,percent of population eating fortified vehicle,0.0,oil,True
139,15,Myanmar,na,,total population,True,0.0,10.0,percent of population eating vehicle,5.0,wheat flour,True
140,15,Myanmar,na,,,True,1.977927063,7.022072937000001,percent of population eating industrially produced vehicle,4.5,wheat flour,True
141,15,Myanmar,folic acid,,total population,True,0.0,5.0,percent of population eating fortified vehicle,0.0,wheat flour,True
142,15,Myanmar,iron,,total population,True,0.0,5.0,percent of population eating fortified vehicle,0.0,wheat flour,True
143,15,Myanmar,vitamin a,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,wheat flour,True
144,15,Myanmar,zinc,,total population,True,0.0,5.0,percent of population eating fortified vehicle,0.0,wheat flour,True
145,164,Nepal,na,,total population,True,99.8,99.9,percent of population eating vehicle,99.8,oil,True
146,164,Nepal,na,,,True,82.55891946,94.93027101,percent of population eating industrially produced vehicle,88.74459523,oil,True
147,164,Nepal,vitamin a,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,oil,True
148,164,Nepal,na,,total population,True,45.8,58.4,percent of population eating vehicle,52.1,wheat flour,True
149,164,Nepal,na,,total population,True,18.90019194,67.09980806,percent of population eating industrially produced vehicle,43.0,wheat flour,True
150,164,Nepal,folic acid,,,True,2.270230497,8.059813948,percent of population eating fortified vehicle,5.165022222,wheat flour,True
151,164,Nepal,iron,,,True,3.2237273060000002,11.44493581,percent of population eating fortified vehicle,7.334331556,wheat flour,True
152,164,Nepal,vitamin a,,,True,2.270230497,8.059813948,percent of population eating fortified vehicle,5.165022222,wheat flour,True
153,164,Nepal,zinc,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,wheat flour,True
154,20,Viet Nam,na,,under-5,True,19.14040581,57.45959419,percent of population eating vehicle,38.3,oil,False
155,20,Viet Nam,na,,,False,52.3757774,60.224222600000004,percent of population eating vehicle,56.3,oil,True
156,20,Viet Nam,na,,total population,True,44.97745491,100.0,percent of population eating industrially produced vehicle,90.0,oil,True
157,20,Viet Nam,vitamin a,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,oil,True
158,20,Viet Nam,na,,women of reproductive age,False,17.05412668,60.54587332,percent of population eating vehicle,38.8,wheat flour,True
159,20,Viet Nam,na,,under-5,True,7.208445297999999,25.5915547,percent of population eating vehicle,16.4,wheat flour,False
160,20,Viet Nam,na,,,True,9.639097889,34.22090211,percent of population eating industrially produced vehicle,21.93,wheat flour,True
161,20,Viet Nam,folic acid,,,True,1.8073308540000002,6.416419146,percent of population eating fortified vehicle,4.111875,wheat flour,True
162,20,Viet Nam,iron,,,True,1.8073308540000002,6.416419146,percent of population eating fortified vehicle,4.111875,wheat flour,True
163,20,Viet Nam,vitamin a,,,True,1.8073308540000002,6.416419146,percent of population eating fortified vehicle,4.111875,wheat flour,True
164,20,Viet Nam,zinc,,,True,1.8073308540000002,6.416419146,percent of population eating fortified vehicle,4.111875,wheat flour,True
165,202,Cameroon,na,,,True,19.91158068,74.67935279,percent of population eating vehicle,47.29546673,maize flour,True
166,202,Cameroon,na,,,True,4.850461731,18.19189288,percent of population eating industrially produced vehicle,11.52117731,maize flour,True
167,202,Cameroon,folic acid,,,True,2.16195189,8.108505824,percent of population eating fortified vehicle,5.1352288569999995,maize flour,True
168,202,Cameroon,iron,,,True,2.16195189,8.108505824,percent of population eating fortified vehicle,5.1352288569999995,maize flour,True
169,202,Cameroon,vitamin a,,,True,2.16195189,8.108505824,percent of population eating fortified vehicle,5.1352288569999995,maize flour,True
170,202,Cameroon,zinc,,,True,2.16195189,8.108505824,percent of population eating fortified vehicle,5.1352288569999995,maize flour,True
171,202,Cameroon,na,,under-5,True,52.586492799999995,53.61350720000001,percent of population eating vehicle,53.1,oil,True
172,202,Cameroon,na,,,True,44.34533243,50.99042543,percent of population eating industrially produced vehicle,47.66787893,oil,True
173,202,Cameroon,vitamin a,,,True,30.20197763,30.79182237,percent of population eating fortified vehicle,30.4969,oil,True
174,202,Cameroon,na,,women of reproductive age,False,90.0,94.0,percent of population eating vehicle,92.0,wheat flour,True
175,202,Cameroon,na,,under-5,True,92.0,96.0,percent of population eating vehicle,94.0,wheat flour,False
176,202,Cameroon,na,,,True,37.1813407,100.0,percent of population eating industrially produced vehicle,75.57090909,wheat flour,True
177,202,Cameroon,folic acid,,,True,47.12059857,91.92987416,percent of population eating fortified vehicle,69.52523636,wheat flour,True
178,202,Cameroon,iron,,,True,35.98067445,70.19645282,percent of population eating fortified vehicle,53.08856364,wheat flour,True
179,202,Cameroon,vitamin a,,,True,21.45673203,65.76469221,percent of population eating fortified vehicle,43.61071212,wheat flour,True
180,202,Cameroon,zinc,,,True,47.12059857,91.92987416,percent of population eating fortified vehicle,69.52523636,wheat flour,True
181,205,Côte d'Ivoire,na,,,True,35.76780588,100.0,percent of population eating vehicle,84.95835164,maize flour,True
182,205,Côte d'Ivoire,na,,,True,3.86335079,14.48968524,percent of population eating industrially produced vehicle,9.176518015,maize flour,True
183,205,Côte d'Ivoire,folic acid,,,True,2.8479874510000003,10.6815156,percent of population eating fortified vehicle,6.764751526,maize flour,True
184,205,Côte d'Ivoire,iron,,,True,2.8479874510000003,10.6815156,percent of population eating fortified vehicle,6.764751526,maize flour,True
185,205,Côte d'Ivoire,vitamin a,,,True,2.8479874510000003,10.6815156,percent of population eating fortified vehicle,6.764751526,maize flour,True
186,205,Côte d'Ivoire,zinc,,,True,2.8479874510000003,10.6815156,percent of population eating fortified vehicle,6.764751526,maize flour,True
187,205,Côte d'Ivoire,na,,households with children <2 years old,True,97.5,99.3,percent of population eating vehicle,98.5,oil,True
188,205,Côte d'Ivoire,na,,households with children <2 years old,True,97.0,99.0,percent of population eating industrially produced vehicle,98.0,oil,True
189,205,Côte d'Ivoire,vitamin a,,total population,True,74.27470734,75.72529266,percent of population eating fortified vehicle,75.0,oil,True
190,205,Côte d'Ivoire,na,,households with children <2 years old,True,50.1,59.6,percent of population eating vehicle,54.7,wheat flour,True
191,205,Côte d'Ivoire,na,,households with children <2 years old,True,7.245354679,15.97924396,percent of population eating industrially produced vehicle,11.59295219,wheat flour,True
192,205,Côte d'Ivoire,folic acid,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,wheat flour,True
193,205,Côte d'Ivoire,iron,,,True,5.062578607,15.06370705,percent of population eating fortified vehicle,10.29812205,wheat flour,True
194,205,Côte d'Ivoire,vitamin a,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,wheat flour,True
195,205,Côte d'Ivoire,zinc,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,wheat flour,True
196,171,Democratic Republic of the Congo,na,,under-5,True,32.36288609,52.01906508,percent of population eating vehicle,42.19097559,maize flour,True
197,171,Democratic Republic of the Congo,na,,,True,1.7356583840000002,2.7898416160000004,percent of population eating industrially produced vehicle,2.26275,maize flour,True
198,171,Democratic Republic of the Congo,folic acid,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,maize flour,True
199,171,Democratic Republic of the Congo,iron,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,maize flour,True
200,171,Democratic Republic of the Congo,vitamin a,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,maize flour,True
201,171,Democratic Republic of the Congo,zinc,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,maize flour,True
202,171,Democratic Republic of the Congo,na,,,True,81.1,96.80923347,percent of population eating vehicle,95.882,oil,True
203,171,Democratic Republic of the Congo,na,,,True,40.91930675,47.05101405,percent of population eating industrially produced vehicle,43.9851604,oil,True
204,171,Democratic Republic of the Congo,vitamin a,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,oil,True
205,171,Democratic Republic of the Congo,na,,under-5,True,0.0,1.4,percent of population eating vehicle,0.58,wheat flour,True
206,171,Democratic Republic of the Congo,na,,,True,0.39309391200000005,0.7669060879999999,percent of population eating industrially produced vehicle,0.58,wheat flour,True
207,171,Democratic Republic of the Congo,folic acid,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,wheat flour,True
208,171,Democratic Republic of the Congo,iron,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,wheat flour,True
209,171,Democratic Republic of the Congo,vitamin a,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,wheat flour,True
210,171,Democratic Republic of the Congo,zinc,,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,wheat flour,True
211,11,Indonesia,na,,,True,87.79499119,100.0,percent of population eating vehicle,94.37297639,oil,True
212,11,Indonesia,na,,,True,82.46578538,94.82318091,percent of population eating industrially produced vehicle,88.64448315,oil,True
213,11,Indonesia,vitamin a,,,True,40.75221717,46.858886299999995,percent of population eating fortified vehicle,43.80555173,oil,True
214,11,Indonesia,na,,,True,37.27518588,100.0,percent of population eating vehicle,75.76164901,wheat flour,True
215,11,Indonesia,na,,,True,14.59088594,44.7209352,percent of population eating industrially produced vehicle,29.65591057,wheat flour,True
216,11,Indonesia,folic acid,,total population,True,49.54338792,96.65661208,percent of population eating fortified vehicle,73.1,wheat flour,True
217,11,Indonesia,iron,,total population,True,49.54338792,96.65661208,percent of population eating fortified vehicle,73.1,wheat flour,True
218,11,Indonesia,vitamin a,,,True,25.98677584,100.0,percent of population eating fortified vehicle,,wheat flour,True
219,11,Indonesia,zinc,,total population,True,49.54338792,96.65661208,percent of population eating fortified vehicle,73.1,wheat flour,True
220,184,Mozambique,na,,total population,True,61.28785985,98.51214015,percent of population eating vehicle,79.9,maize flour,True
221,184,Mozambique,na,,,True,18.38635796,29.55364204,percent of population eating industrially produced vehicle,23.97,maize flour,True
222,184,Mozambique,folic acid,,,True,12.87045057,20.68754943,percent of population eating fortified vehicle,16.779,maize flour,True
223,184,Mozambique,iron,,,True,12.87045057,20.68754943,percent of population eating fortified vehicle,16.779,maize flour,True
224,184,Mozambique,vitamin a,,,True,12.87045057,20.68754943,percent of population eating fortified vehicle,16.779,maize flour,True
225,184,Mozambique,zinc,,,True,12.87045057,20.68754943,percent of population eating fortified vehicle,16.779,maize flour,True
226,184,Mozambique,na,,total population,True,94.27936186,96.12063814,percent of population eating vehicle,95.2,oil,True
227,184,Mozambique,na,,,True,47.72098421,54.87191443,percent of population eating industrially produced vehicle,51.29644932,oil,True
228,184,Mozambique,vitamin a,,,True,37.21400517,37.94079483,percent of population eating fortified vehicle,37.5774,oil,True
229,184,Mozambique,na,,total population,True,11.04729443,21.55270557,percent of population eating vehicle,16.3,wheat flour,True
230,184,Mozambique,na,,,True,11.04729443,21.55270557,percent of population eating industrially produced vehicle,16.3,wheat flour,True
231,184,Mozambique,folic acid,,,True,6.62837666,12.93162334,percent of population eating fortified vehicle,9.78,wheat flour,True
232,184,Mozambique,iron,,,True,8.561653186000001,16.70334681,percent of population eating fortified vehicle,12.6325,wheat flour,True
233,184,Mozambique,vitamin a,,,True,6.62837666,12.93162334,percent of population eating fortified vehicle,9.78,wheat flour,True
234,184,Mozambique,zinc,,,True,6.62837666,12.93162334,percent of population eating fortified vehicle,9.78,wheat flour,True
235,168,Angola,na,,,True,21.51342155,80.68713498,percent of population eating vehicle,51.10027827,maize flour,True
236,168,Angola,na,,,True,3.278954381,18.61995284,percent of population eating industrially produced vehicle,10.695686,maize flour,True
237,168,Angola,folic acid,,,True,0.0,15.09214082,percent of population eating fortified vehicle,7.651010713,maize flour,True
238,168,Angola,iron,,,True,0.0,15.06860704,percent of population eating fortified vehicle,7.654862574,maize flour,True
239,168,Angola,vitamin a,,,True,0.0,15.04915118,percent of population eating fortified vehicle,7.655084569,maize flour,True
240,168,Angola,zinc,,,True,0.0,15.09443154,percent of population eating fortified vehicle,7.661087995,maize flour,True
241,168,Angola,na,,,True,84.08471341,96.6847033,percent of population eating vehicle,90.38470836,oil,True
242,168,Angola,na,,,True,36.37717178,41.8282458,percent of population eating industrially produced vehicle,39.10270879,oil,True
243,168,Angola,vitamin a,,,True,8.191929803999999,9.419480312000001,percent of population eating fortified vehicle,8.805705058,oil,True
244,168,Angola,na,,,True,13.36877237,40.97516802,percent of population eating vehicle,27.17197019,wheat flour,True
245,168,Angola,na,,,True,12.92061569,39.6015718,percent of population eating industrially produced vehicle,26.26109375,wheat flour,True
246,168,Angola,folic acid,,,True,8.309184807000001,25.46757729,percent of population eating fortified vehicle,16.88838105,wheat flour,True
