location_id,location_name,vehicle,value_description,nutrient,value_mean,value_025_percentile,value_975_percentile,sub_population,estimation_status,source_citation,source_link,data_choice_notes,CI_source
190,Uganda,wheat flour,percent of population eating industrially produced vehicle,na,10.6,7.6,13.6,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245776",https://doi.org/10.3945/jn.116.245753,GFDx held the same values (11%); took this over a number from a 2016 metanalysis (9%) on the efficacy of different vehicles for fortification,extraction
190,Uganda,wheat flour,percent of population eating vehicle,na,11.2,7.7,14.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245776",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
190,Uganda,maize flour,percent of population eating fortified vehicle,folic acid,6.5,3.3,9.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245771",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
190,Uganda,maize flour,percent of population eating fortified vehicle,iron,6.5,3.3,9.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245772",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
190,Uganda,maize flour,percent of population eating fortified vehicle,vitamin a,6.5,3.3,9.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245775",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
190,Uganda,maize flour,percent of population eating fortified vehicle,zinc,6.5,3.3,9.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245773",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
190,Uganda,maize flour,percent of population eating industrially produced vehicle,na,42.4,32.7,52.1,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245771",https://doi.org/10.3945/jn.116.245753,GFDx held the same values (42%); took this over a number from a 2006 datapoint (7%) from a metanalysis on the efficacy of different vehicles for fortification,extraction
190,Uganda,maize flour,percent of population eating vehicle,na,91.8,87.7,96.0,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245771",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,oil,percent of population eating fortified vehicle,vitamin a,53.6,46.4,60.8,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,oil,percent of population eating industrially produced vehicle,na,92.6,89.0,96.3,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,GFDx held the same values (93%); took this over a number from a 2011 metanalysis (54%) on the efficacy of different vehicles for fortification,extraction
189,United Republic of Tanzania,oil,percent of population eating vehicle,na,96.2,93.2,99.2,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,wheat flour,percent of population eating fortified vehicle,folic acid,33.1,27.5,38.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,wheat flour,percent of population eating fortified vehicle,iron,33.1,27.5,38.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,wheat flour,percent of population eating fortified vehicle,vitamin a,33.1,27.5,38.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,wheat flour,percent of population eating fortified vehicle,zinc,33.1,27.5,38.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,wheat flour,percent of population eating industrially produced vehicle,na,50.5,43.3,57.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,GFDx held the same values (51%); took this over a number from a 2011 metanalysis (33%) on the efficacy of different vehicles for fortification,extraction
189,United Republic of Tanzania,wheat flour,percent of population eating vehicle,na,51.5,44.5,58.5,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,maize flour,percent of population eating fortified vehicle,folic acid,2.5,1.3,3.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,maize flour,percent of population eating fortified vehicle,iron,2.5,1.3,3.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,maize flour,percent of population eating fortified vehicle,vitamin a,2.5,1.3,3.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,maize flour,percent of population eating fortified vehicle,zinc,2.5,1.3,3.7,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
189,United Republic of Tanzania,maize flour,percent of population eating industrially produced vehicle,na,36.6,29.2,44.0,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,GFDx held the same values; took this over a number from a 2011 metanalysis on the efficacy of different ehicles for fortification,extraction
189,United Republic of Tanzania,maize flour,percent of population eating vehicle,na,93.0,89.7,96.4,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245770",https://doi.org/10.3945/jn.116.245753,All sources (Aaron and GFDx) agreed.,extraction
196,South Africa,oil,percent of population eating fortified vehicle,vitamin a,34.01331796536698,0.0,35.198718681722006,,regression,,,,modeling
196,South Africa,oil,percent of population eating industrially produced vehicle,na,81.71695585849979,0.0,84.5648796662168,,regression,,,,modeling
196,South Africa,oil,percent of population eating vehicle,na,99.01487679443491,0.0,100.0,,regression,,,,modeling
196,South Africa,wheat flour,percent of population eating fortified vehicle,folic acid,5.707703745886679,3.166260481217212,9.075797429804835,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245753",https://doi.org/10.3945/jn.116.245753,Only one source.,extraction
196,South Africa,wheat flour,percent of population eating fortified vehicle,iron,5.707703745886679,3.166260481217212,9.075797429804835,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245753",https://doi.org/10.3945/jn.116.245753,Only one source.,extraction
196,South Africa,wheat flour,percent of population eating fortified vehicle,vitamin a,5.707703745886679,3.166260481217212,9.075797429804835,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245753",https://doi.org/10.3945/jn.116.245753,Only one source.,extraction
196,South Africa,wheat flour,percent of population eating fortified vehicle,zinc,5.707703745886679,3.166260481217212,9.075797429804835,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245753",https://doi.org/10.3945/jn.116.245753,Only one source.,extraction
196,South Africa,wheat flour,percent of population eating industrially produced vehicle,na,10.917484405743973,6.391077697764958,15.990590275225614,total population,na,"Grant J Aaron, Valerie M Friesen, Svenja Jungjohann, Greg S Garrett, Lynnette M Neufeld, Mark Myatt, Coverage of Large-Scale Food Fortification of Edible Oil, Wheat Flour, and Maize Flour Varies Greatly by Vehicle and Country but Is Consistently Lower among the Most Vulnerable: Results from Coverage Surveys in 8 Countries, The Journal of Nutrition, Volume 147, Issue 5, May 2017, Pages 984S–994S, https://doi.org/10.3945/jn.116.245753",https://doi.org/10.3945/jn.116.245753,Only one source.,extraction
